time,precipitation_sum,rain_sum,et0_fao_evapotranspiration,temperature_2m_mean,temperature_2m_max,precipitation_hours,wind_speed_10m_max,wind_speed_10m_mean,vapour_pressure_deficit_max,shortwave_radiation_sum,relative_humidity_2m_mean,cloud_cover_mean,soil_moisture_0_to_100cm_mean,soil_moisture_0_to_7cm_mean,soil_moisture_28_to_100cm_mean,soil_moisture_7_to_28cm_mean
1980-08-05,0.0,0.0,8.07,33.1,40.1,0.0,16.4,8.6,6.04,28.11,36,1,0.128,0.041,0.137,0.126
1980-08-06,0.0,0.0,8.55,35.3,43.0,0.0,17.5,8.4,7.35,27.93,27,3,0.128,0.04,0.137,0.125
1980-08-07,0.0,0.0,7.37,36.2,44.2,0.0,11.6,5.4,7.68,26.63,26,21,0.128,0.038,0.137,0.125
1980-08-08,0.0,0.0,8.0,34.3,39.9,0.0,17.8,10.4,5.28,26.31,40,22,0.128,0.038,0.137,0.125
1980-08-09,0.0,0.0,7.0,33.0,38.5,0.0,16.6,10.5,4.38,23.84,51,37,0.128,0.038,0.137,0.125
1980-08-10,0.2,0.2,6.14,32.8,39.2,1.0,13.9,6.5,4.86,23.44,54,43,0.128,0.041,0.137,0.125
1980-08-11,0.0,0.0,6.95,33.0,39.5,0.0,17.6,8.7,4.98,24.71,50,67,0.128,0.043,0.137,0.125
1980-08-12,2.6,2.6,5.46,30.1,34.9,3.0,16.4,13.7,3.17,18.65,64,86,0.129,0.063,0.137,0.125
1980-08-13,0.0,0.0,4.94,28.7,33.5,0.0,13.8,10.8,2.98,19.54,68,71,0.13,0.078,0.136,0.125
1980-08-14,0.4,0.4,6.16,29.6,34.5,2.0,15.3,12.8,3.46,23.52,64,28,0.128,0.059,0.136,0.125
1980-08-15,0.3,0.3,5.87,30.0,35.2,1.0,14.5,10.8,3.2,22.28,62,20,0.128,0.049,0.136,0.125
1980-08-16,0.4,0.4,6.47,30.8,36.7,2.0,13.7,9.3,4.16,24.29,56,9,0.127,0.047,0.136,0.125
1980-08-17,0.0,0.0,6.57,30.7,38.0,0.0,18.9,10.3,4.91,22.92,51,41,0.127,0.043,0.136,0.124
1980-08-18,1.0,1.0,4.47,28.5,32.7,4.0,15.6,11.7,2.68,16.37,68,84,0.127,0.046,0.136,0.124
1980-08-19,0.2,0.2,5.17,28.9,34.1,2.0,14.6,9.8,3.31,20.69,64,38,0.128,0.054,0.136,0.124
1980-08-20,0.0,0.0,6.22,31.1,36.7,0.0,14.0,7.1,4.36,23.21,53,14,0.127,0.046,0.136,0.124
1980-08-21,0.0,0.0,6.91,32.3,39.1,0.0,17.7,8.6,5.52,24.11,41,19,0.127,0.041,0.136,0.124
1980-08-22,3.2,3.2,5.16,29.7,35.5,2.0,17.1,11.1,3.62,18.99,64,58,0.128,0.054,0.136,0.124
1980-08-23,2.6,2.6,5.21,29.6,35.5,1.0,15.5,8.0,3.44,21.83,66,50,0.13,0.087,0.136,0.124
1980-08-24,0.2,0.2,5.63,31.0,36.3,1.0,12.2,4.7,3.81,23.79,60,20,0.13,0.08,0.136,0.124
1980-08-25,0.9,0.9,6.48,32.6,39.4,1.0,17.7,6.3,5.33,25.02,52,16,0.128,0.061,0.136,0.124
1980-08-26,1.5,1.5,6.27,31.5,38.5,1.0,13.8,7.4,4.89,24.58,55,15,0.128,0.063,0.136,0.124
1980-08-27,0.5,0.5,5.91,31.1,37.4,2.0,14.8,6.4,4.26,23.93,58,20,0.128,0.062,0.136,0.124
1980-08-28,0.6,0.6,6.04,31.3,37.5,1.0,14.5,7.4,4.21,23.93,57,16,0.128,0.051,0.136,0.124
1980-08-29,0.2,0.2,6.09,32.6,38.4,1.0,13.9,6.6,4.7,23.07,52,21,0.127,0.047,0.136,0.124
1980-08-30,0.0,0.0,6.7,33.8,41.0,0.0,14.4,6.9,6.08,23.81,42,18,0.127,0.042,0.136,0.124
1980-08-31,0.1,0.1,6.88,32.2,37.9,1.0,17.2,11.9,4.71,22.72,49,24,0.127,0.041,0.136,0.124
1980-09-01,0.2,0.2,6.32,31.3,37.3,1.0,13.0,10.4,4.33,22.86,57,17,0.127,0.041,0.136,0.123
1980-09-02,0.4,0.4,5.6,30.8,36.1,2.0,16.3,7.8,3.78,21.27,58,24,0.127,0.044,0.136,0.123
1980-09-03,2.5,2.5,4.66,29.4,34.2,5.0,14.8,7.0,2.91,19.17,67,35,0.128,0.055,0.136,0.123
1980-09-04,18.0,18.0,4.09,26.4,31.2,11.0,16.3,7.2,1.75,19.4,79,42,0.14,0.223,0.136,0.126
1980-09-05,0.0,0.0,5.01,28.9,33.7,0.0,8.6,5.0,2.68,22.75,72,13,0.142,0.233,0.136,0.131
1980-09-06,0.1,0.1,5.6,30.4,36.2,1.0,11.0,5.5,3.64,23.65,65,11,0.138,0.175,0.136,0.132
1980-09-07,0.0,0.0,5.33,29.2,34.3,0.0,14.0,9.3,3.03,21.91,67,26,0.135,0.125,0.136,0.132
1980-09-08,2.8,2.8,5.0,28.5,34.0,2.0,13.2,8.9,2.95,21.79,71,21,0.133,0.104,0.136,0.132
1980-09-09,0.1,0.1,5.44,29.2,34.6,1.0,15.2,7.5,3.38,22.28,65,11,0.133,0.099,0.136,0.132
1980-09-10,0.0,0.0,6.47,29.6,36.5,0.0,18.8,7.2,4.61,24.89,54,0,0.13,0.067,0.136,0.132
1980-09-11,0.0,0.0,6.77,30.1,36.9,0.0,16.2,6.9,5.1,25.46,36,1,0.129,0.048,0.136,0.132
1980-09-12,0.0,0.0,6.79,29.8,37.6,0.0,13.3,7.0,5.68,25.71,33,25,0.128,0.043,0.136,0.131
1980-09-13,0.0,0.0,6.76,30.1,37.5,0.0,16.1,8.2,5.21,24.36,36,6,0.128,0.041,0.136,0.131
1980-09-14,0.0,0.0,6.19,30.7,37.0,0.0,15.9,7.0,4.41,23.12,44,8,0.128,0.04,0.136,0.131
1980-09-15,0.0,0.0,7.77,32.8,40.2,0.0,20.5,10.8,5.99,24.09,37,1,0.128,0.04,0.136,0.13
1980-09-16,0.0,0.0,8.07,34.7,42.9,0.0,17.3,9.7,7.44,24.37,26,0,0.128,0.039,0.136,0.13
1980-09-17,0.0,0.0,7.74,34.0,41.7,0.0,15.8,9.4,6.88,24.32,27,0,0.128,0.038,0.136,0.13
1980-09-18,0.0,0.0,6.51,31.9,39.1,0.0,16.4,10.8,4.95,21.77,51,9,0.128,0.038,0.136,0.129
1980-09-19,0.0,0.0,6.37,32.8,39.4,0.0,14.2,7.9,5.39,22.44,49,8,0.128,0.039,0.136,0.129
1980-09-20,0.0,0.0,7.37,33.7,40.7,0.0,16.5,7.8,6.7,24.01,23,1,0.128,0.038,0.136,0.129
1980-09-21,0.0,0.0,7.76,31.3,38.5,0.0,17.7,11.7,5.51,23.57,30,2,0.128,0.038,0.136,0.129
1980-09-22,0.0,0.0,6.06,30.5,37.1,0.0,17.1,9.7,4.61,22.48,58,4,0.128,0.037,0.136,0.129
1980-09-23,0.0,0.0,6.56,30.3,37.6,0.0,16.6,7.4,5.61,23.67,45,3,0.127,0.037,0.136,0.128
1980-09-24,0.0,0.0,6.65,29.4,37.7,0.0,17.2,8.2,5.59,23.67,35,1,0.127,0.037,0.136,0.128
1980-09-25,0.0,0.0,6.06,29.6,36.4,0.0,15.7,7.7,4.84,21.51,39,13,0.127,0.037,0.136,0.128
1980-09-26,0.0,0.0,6.42,30.7,37.8,0.0,15.1,7.7,5.38,22.68,42,10,0.127,0.036,0.136,0.128
1980-09-27,0.0,0.0,6.64,32.3,39.8,0.0,11.9,8.0,6.08,21.88,32,11,0.127,0.036,0.136,0.128
1980-09-28,0.0,0.0,6.0,32.1,38.5,0.0,13.6,6.7,5.37,20.87,37,7,0.127,0.036,0.136,0.128
1980-09-29,0.0,0.0,6.16,30.5,37.0,0.0,21.6,10.2,4.43,20.83,49,27,0.127,0.035,0.136,0.127
1980-09-30,0.0,0.0,5.48,31.1,37.0,0.0,19.1,6.8,4.09,20.48,55,75,0.127,0.035,0.136,0.127
1980-10-01,0.0,0.0,6.39,32.5,39.1,0.0,16.6,8.2,5.35,21.35,45,48,0.127,0.036,0.136,0.127
1980-10-02,0.0,0.0,6.25,31.8,38.6,0.0,14.7,8.0,5.27,21.7,41,3,0.127,0.035,0.136,0.127
1980-10-03,0.8,0.8,5.33,31.1,37.2,1.0,13.4,8.0,4.02,18.99,52,23,0.127,0.038,0.136,0.127
1980-10-04,0.2,0.2,5.48,31.0,37.6,1.0,12.6,7.3,4.64,20.27,55,12,0.128,0.042,0.136,0.127
1980-10-05,0.0,0.0,5.84,31.6,39.0,0.0,14.8,7.0,5.66,21.47,48,6,0.127,0.041,0.136,0.127
1980-10-06,0.0,0.0,5.64,31.3,38.3,0.0,9.4,6.6,5.36,20.98,39,15,0.127,0.039,0.136,0.126
1980-10-07,0.1,0.1,5.97,31.5,38.2,1.0,15.5,7.7,5.44,20.03,36,26,0.127,0.039,0.136,0.126
1980-10-08,5.8,5.8,4.44,27.0,34.0,6.0,14.0,8.0,3.81,17.14,57,24,0.129,0.071,0.136,0.126
1980-10-09,0.0,0.0,4.55,26.2,31.5,0.0,12.0,6.7,2.94,20.06,62,7,0.132,0.112,0.136,0.126
1980-10-10,0.0,0.0,4.76,26.5,32.5,0.0,14.4,7.2,3.21,20.6,60,5,0.13,0.079,0.136,0.126
1980-10-11,0.0,0.0,4.61,27.1,33.6,0.0,17.7,7.3,3.79,19.07,59,3,0.128,0.057,0.136,0.126
1980-10-12,0.2,0.2,4.78,27.2,33.5,1.0,18.0,7.3,3.62,18.95,58,15,0.128,0.048,0.136,0.126
1980-10-13,0.2,0.2,4.46,26.5,31.9,1.0,12.1,7.7,3.19,17.23,55,13,0.128,0.045,0.136,0.126
1980-10-14,0.0,0.0,5.85,25.2,31.8,0.0,21.7,13.5,3.74,19.97,51,15,0.127,0.044,0.136,0.126
1980-10-15,0.0,0.0,4.99,20.5,25.8,0.0,20.5,11.5,2.56,21.18,50,2,0.127,0.042,0.136,0.126
1980-10-16,0.0,0.0,4.61,19.8,25.1,0.0,15.3,8.7,2.34,20.48,48,21,0.127,0.041,0.136,0.126
1980-10-17,0.0,0.0,4.72,19.9,26.2,0.0,14.4,8.0,2.67,20.15,42,63,0.127,0.041,0.136,0.126
1980-10-18,0.0,0.0,5.0,21.3,27.9,0.0,12.3,7.7,3.07,19.32,29,44,0.127,0.04,0.136,0.125
1980-10-19,0.0,0.0,4.9,22.1,29.3,0.0,13.0,6.7,3.39,20.38,34,0,0.127,0.04,0.136,0.125
1980-10-20,0.0,0.0,4.91,23.7,31.2,0.0,11.8,6.3,3.8,20.15,33,15,0.127,0.04,0.136,0.125
1980-10-21,0.0,0.0,5.27,25.2,31.7,0.0,12.4,8.4,3.93,18.51,31,58,0.127,0.039,0.136,0.125
1980-10-22,0.0,0.0,4.77,24.0,31.0,0.0,10.6,6.4,3.69,19.64,41,19,0.127,0.039,0.136,0.125
1980-10-23,0.0,0.0,5.04,24.3,31.5,0.0,13.0,6.7,4.0,19.74,30,28,0.127,0.039,0.136,0.125
1980-10-24,0.0,0.0,5.46,25.7,34.2,0.0,13.9,8.2,4.84,18.93,25,85,0.127,0.038,0.136,0.125
1980-10-25,0.0,0.0,4.57,24.4,31.8,0.0,12.8,6.6,4.05,16.0,32,90,0.127,0.038,0.136,0.125
1980-10-26,0.0,0.0,5.36,22.4,29.2,0.0,19.3,10.7,3.41,19.47,40,35,0.127,0.038,0.136,0.125
1980-10-27,0.0,0.0,4.5,21.2,28.3,0.0,13.9,7.5,3.19,19.19,45,4,0.127,0.038,0.136,0.124
1980-10-28,0.0,0.0,6.06,21.3,28.2,0.0,24.2,13.6,3.45,19.47,31,0,0.127,0.038,0.136,0.124
1980-10-29,0.0,0.0,7.66,21.6,28.6,0.0,26.9,21.3,3.3,19.14,21,0,0.127,0.038,0.136,0.124
1980-10-30,0.0,0.0,6.22,23.4,30.0,0.0,26.7,13.9,3.54,18.17,20,10,0.127,0.038,0.136,0.124
1980-10-31,0.0,0.0,4.57,23.8,31.5,0.0,16.2,7.3,3.87,16.13,29,16,0.127,0.038,0.136,0.124
1980-11-01,0.0,0.0,4.32,23.9,31.0,0.0,13.1,6.0,3.7,17.67,40,33,0.127,0.038,0.136,0.124
1980-11-02,0.0,0.0,4.68,24.5,33.2,0.0,13.9,6.5,4.37,18.02,36,0,0.127,0.038,0.136,0.124
1980-11-03,0.0,0.0,5.64,24.8,33.4,0.0,13.0,9.0,4.66,18.37,20,0,0.127,0.037,0.136,0.124
1980-11-04,0.0,0.0,5.03,25.1,35.5,0.0,11.5,6.9,5.33,18.23,20,0,0.127,0.037,0.136,0.124
1980-11-05,0.0,0.0,4.82,25.4,35.0,0.0,10.3,6.4,5.09,17.91,24,0,0.127,0.037,0.136,0.124
1980-11-06,0.0,0.0,4.87,25.4,34.2,0.0,10.8,6.8,4.69,17.49,26,0,0.126,0.037,0.136,0.124
1980-11-07,0.0,0.0,5.45,25.5,34.0,0.0,13.8,9.4,4.56,16.71,27,28,0.126,0.037,0.136,0.123
1980-11-08,0.0,0.0,5.63,25.5,33.4,0.0,13.5,10.3,4.28,17.19,29,28,0.126,0.036,0.136,0.123
1980-11-09,0.0,0.0,4.4,23.6,31.8,0.0,10.4,6.9,3.93,15.67,32,63,0.126,0.036,0.136,0.123
1980-11-10,0.0,0.0,3.62,22.8,29.3,0.0,9.8,6.3,2.93,14.03,43,50,0.126,0.036,0.136,0.123
1980-11-11,0.0,0.0,4.19,23.4,31.2,0.0,13.5,7.3,3.54,16.59,48,2,0.126,0.036,0.136,0.123
1980-11-12,0.0,0.0,3.73,21.9,29.0,0.0,14.6,7.1,2.77,15.64,56,14,0.126,0.036,0.136,0.123
1980-11-13,0.0,0.0,3.64,20.6,26.3,0.0,11.9,6.7,2.45,15.35,56,45,0.126,0.036,0.136,0.123
1980-11-14,0.0,0.0,3.69,18.8,25.6,0.0,12.3,6.4,2.46,16.69,49,0,0.126,0.036,0.136,0.123
1980-11-15,0.0,0.0,3.85,17.5,23.5,0.0,17.8,8.2,2.4,16.58,41,14,0.126,0.036,0.136,0.123
1980-11-16,0.0,0.0,3.74,16.5,22.1,0.0,13.0,7.4,2.28,16.79,34,7,0.126,0.036,0.136,0.123
1980-11-17,0.0,0.0,4.6,15.7,22.0,0.0,16.8,13.4,2.2,16.81,30,0,0.126,0.036,0.136,0.122
1980-11-18,0.0,0.0,3.88,14.4,20.8,0.0,14.2,9.2,2.05,16.83,31,34,0.126,0.036,0.136,0.122
1980-11-19,0.0,0.0,3.18,15.6,23.1,0.0,9.4,4.9,2.22,16.31,41,28,0.126,0.036,0.136,0.122
1980-11-20,0.0,0.0,3.31,16.8,24.3,0.0,10.3,6.5,2.28,15.0,44,36,0.126,0.036,0.136,0.122
1980-11-21,0.0,0.0,3.13,17.2,23.7,0.0,8.3,5.2,2.28,15.71,42,0,0.126,0.036,0.136,0.122
1980-11-22,0.0,0.0,3.01,16.7,23.8,0.0,12.4,5.8,2.21,14.2,50,20,0.126,0.036,0.136,0.122
1980-11-23,0.0,0.0,3.28,17.4,24.9,0.0,9.5,5.7,2.53,15.8,41,0,0.126,0.036,0.136,0.122
1980-11-24,0.0,0.0,4.37,17.4,25.0,0.0,20.4,11.8,2.56,15.99,40,0,0.126,0.037,0.136,0.122
1980-11-25,0.0,0.0,5.03,16.0,23.0,0.0,21.6,14.7,2.4,16.05,25,0,0.126,0.037,0.136,0.122
1980-11-26,0.0,0.0,4.65,15.7,23.3,0.0,20.4,15.0,2.47,15.81,29,3,0.126,0.037,0.136,0.122
1980-11-27,0.0,0.0,4.57,17.6,27.2,0.0,17.3,11.1,3.26,15.99,24,0,0.126,0.037,0.136,0.122
1980-11-28,0.0,0.0,3.88,18.8,28.1,0.0,14.2,8.2,3.36,15.48,27,0,0.126,0.037,0.136,0.122
1980-11-29,0.0,0.0,3.57,19.1,29.0,0.0,10.8,6.6,3.47,15.39,38,10,0.126,0.037,0.136,0.121
1980-11-30,0.0,0.0,3.54,18.6,26.6,0.0,15.2,8.9,2.82,11.73,40,90,0.126,0.037,0.136,0.121
1980-12-01,0.0,0.0,3.41,18.7,26.2,0.0,11.0,7.1,2.73,15.06,43,1,0.126,0.037,0.136,0.121
1980-12-02,0.0,0.0,3.48,18.7,27.3,0.0,11.9,7.3,2.95,14.84,41,34,0.126,0.037,0.136,0.121
1980-12-03,0.0,0.0,3.4,18.8,27.7,0.0,9.5,6.6,2.94,14.98,45,0,0.126,0.037,0.136,0.121
1980-12-04,0.0,0.0,3.53,18.6,27.3,0.0,12.2,7.9,3.0,14.93,49,8,0.126,0.037,0.136,0.121
1980-12-05,0.0,0.0,3.13,17.0,24.3,0.0,14.4,8.0,2.09,14.34,56,44,0.126,0.037,0.136,0.121
1980-12-06,0.0,0.0,2.48,15.4,21.4,0.0,15.9,7.1,1.57,11.29,67,64,0.126,0.037,0.136,0.121
1980-12-07,0.0,0.0,2.32,14.0,17.4,0.0,14.0,7.8,1.18,11.71,62,46,0.126,0.037,0.136,0.121
1980-12-08,0.0,0.0,2.42,13.2,17.9,0.0,9.7,7.2,1.45,12.46,56,32,0.126,0.038,0.136,0.121
1980-12-09,0.0,0.0,3.4,13.6,20.3,0.0,13.2,10.3,1.89,14.92,43,2,0.126,0.039,0.136,0.121
1980-12-10,0.0,0.0,4.42,15.7,24.4,0.0,18.2,14.0,2.5,14.81,33,12,0.126,0.039,0.136,0.121
1980-12-11,0.0,0.0,3.93,18.1,26.4,0.0,17.6,11.4,2.81,12.26,30,82,0.126,0.039,0.136,0.12
1980-12-12,10.2,10.2,0.85,13.9,16.8,11.0,13.4,6.9,0.87,3.01,74,82,0.13,0.103,0.136,0.12
1980-12-13,0.0,0.0,2.23,14.8,21.1,0.0,8.6,6.0,1.16,13.32,80,5,0.134,0.157,0.136,0.121
1980-12-14,0.0,0.0,2.54,14.8,22.0,0.0,8.8,6.3,1.62,14.46,70,1,0.133,0.14,0.136,0.121
1980-12-15,0.0,0.0,3.11,16.7,26.3,0.0,14.8,10.5,2.46,14.7,61,9,0.132,0.121,0.136,0.121
1980-12-16,0.0,0.0,3.32,17.8,28.6,0.0,14.9,9.9,3.06,14.55,53,0,0.13,0.102,0.136,0.121
1980-12-17,0.0,0.0,3.32,18.6,29.6,0.0,13.7,8.0,3.37,14.45,51,17,0.129,0.085,0.136,0.121
1980-12-18,0.0,0.0,3.21,18.3,27.6,0.0,11.8,6.7,2.88,14.39,51,0,0.128,0.07,0.136,0.121
1980-12-19,0.0,0.0,3.06,17.9,26.3,0.0,10.2,6.6,2.62,14.4,51,34,0.127,0.059,0.136,0.121
1980-12-20,0.0,0.0,2.85,19.0,27.3,0.0,9.2,5.9,2.82,12.73,48,98,0.127,0.052,0.136,0.121
1980-12-21,0.0,0.0,3.01,18.5,25.9,0.0,10.9,6.3,2.55,14.07,48,46,0.127,0.048,0.136,0.121
1980-12-22,0.0,0.0,3.17,17.9,26.9,0.0,10.1,6.3,2.8,14.49,47,0,0.126,0.045,0.136,0.121
1980-12-23,0.0,0.0,3.09,17.9,26.3,0.0,9.8,5.5,2.68,14.34,45,28,0.126,0.043,0.136,0.121
1980-12-24,0.0,0.0,3.56,18.6,28.6,0.0,11.1,7.8,3.2,14.43,44,10,0.126,0.042,0.136,0.121
1980-12-25,0.0,0.0,4.36,20.4,30.0,0.0,15.6,11.0,3.67,14.62,35,0,0.126,0.042,0.136,0.121
1980-12-26,0.0,0.0,3.72,19.2,29.8,0.0,12.3,7.7,3.63,14.68,35,30,0.126,0.041,0.136,0.12
1980-12-27,0.0,0.0,3.61,19.1,28.5,0.0,10.4,6.6,3.3,14.58,35,12,0.125,0.041,0.135,0.12
1980-12-28,0.0,0.0,3.3,19.7,28.6,0.0,10.4,5.0,3.4,14.06,34,23,0.125,0.04,0.135,0.12
1980-12-29,0.0,0.0,3.21,19.6,29.0,0.0,9.0,5.9,3.33,12.87,37,70,0.125,0.04,0.135,0.12
1980-12-30,0.0,0.0,4.26,21.6,29.3,0.0,15.7,10.6,3.26,14.08,36,73,0.125,0.04,0.135,0.12
1980-12-31,0.0,0.0,3.21,19.7,27.3,0.0,9.5,6.0,2.82,14.22,47,19,0.126,0.04,0.136,0.12
1981-01-01,0.0,0.0,3.15,18.9,27.2,0.0,8.8,5.6,2.77,14.53,47,0,0.127,0.04,0.138,0.12
1981-01-02,0.0,0.0,3.27,18.7,26.8,0.0,11.3,5.9,2.75,14.64,47,12,0.127,0.039,0.138,0.12
1981-01-03,0.0,0.0,3.36,19.1,27.9,0.0,10.6,6.5,3.04,14.69,43,53,0.127,0.039,0.138,0.12
1981-01-04,0.0,0.0,2.51,19.8,26.6,0.0,8.1,5.1,2.7,9.26,42,100,0.127,0.039,0.138,0.12
1981-01-05,0.0,0.0,3.08,19.5,24.3,0.0,16.0,8.8,2.11,10.04,46,96,0.127,0.039,0.138,0.12
1981-01-06,9.2,9.2,1.57,17.1,20.4,17.0,13.8,7.8,0.89,7.47,76,84,0.131,0.097,0.138,0.12
1981-01-07,9.9,9.9,1.11,15.6,17.7,11.0,14.6,7.2,0.38,6.83,90,71,0.141,0.224,0.138,0.121
1981-01-08,0.6,0.6,1.66,15.5,18.6,4.0,7.3,4.6,0.75,10.0,85,56,0.144,0.258,0.138,0.127
1981-01-09,0.0,0.0,2.51,16.5,22.9,0.0,11.8,7.3,1.63,14.81,73,65,0.143,0.234,0.138,0.131
1981-01-10,0.0,0.0,1.92,18.3,24.3,0.0,9.7,5.6,1.81,9.42,69,88,0.142,0.208,0.138,0.133
1981-01-11,9.6,9.6,1.19,17.6,19.6,12.0,16.7,10.1,0.77,4.35,82,99,0.144,0.229,0.138,0.135
1981-01-12,42.4,42.4,0.99,16.3,19.3,22.0,10.0,5.8,0.43,5.36,93,91,0.171,0.377,0.138,0.214
1981-01-13,2.3,2.3,1.49,16.1,18.4,7.0,5.0,2.5,0.42,9.32,91,72,0.193,0.369,0.139,0.318
1981-01-14,0.0,0.0,2.25,16.1,20.7,0.0,9.2,4.7,0.93,13.49,83,35,0.193,0.337,0.142,0.32
1981-01-15,0.1,0.1,1.88,15.7,20.3,1.0,7.3,4.2,0.83,10.99,86,96,0.191,0.316,0.143,0.314
1981-01-16,0.1,0.1,2.08,16.3,20.0,1.0,7.1,5.2,0.98,12.79,82,69,0.191,0.309,0.145,0.309
1981-01-17,0.0,0.0,1.95,15.9,20.5,0.0,8.7,4.8,1.04,11.47,77,62,0.19,0.293,0.146,0.303
1981-01-18,0.0,0.0,2.13,14.5,18.8,0.0,12.3,7.7,0.93,11.24,68,35,0.188,0.275,0.148,0.297
1981-01-19,0.0,0.0,2.68,14.1,20.4,0.0,11.2,8.2,1.41,15.98,69,28,0.186,0.258,0.149,0.291
1981-01-20,0.0,0.0,2.65,14.2,20.5,0.0,11.5,6.4,1.28,15.88,75,19,0.184,0.242,0.15,0.285
1981-01-21,0.0,0.0,2.96,15.0,22.8,0.0,15.8,7.9,1.61,16.17,70,0,0.183,0.227,0.15,0.279
1981-01-22,0.0,0.0,3.7,15.1,22.6,0.0,17.4,12.5,2.07,16.91,51,0,0.18,0.206,0.151,0.273
1981-01-23,0.0,0.0,3.16,14.2,22.4,0.0,13.8,8.2,2.11,16.89,53,45,0.178,0.189,0.151,0.267
1981-01-24,0.0,0.0,2.68,14.6,22.0,0.0,10.8,5.6,1.93,14.65,59,66,0.177,0.177,0.152,0.261
1981-01-25,0.0,0.0,1.66,13.6,19.3,0.0,8.8,6.1,1.25,7.93,70,88,0.175,0.17,0.152,0.256
1981-01-26,4.2,4.2,1.9,13.8,18.8,8.0,12.2,7.1,0.95,11.02,80,71,0.175,0.175,0.152,0.252
1981-01-27,0.0,0.0,2.76,13.7,20.1,0.0,9.8,6.4,1.35,16.85,75,25,0.175,0.184,0.153,0.248
1981-01-28,0.0,0.0,2.93,13.5,20.7,0.0,10.4,6.8,1.51,17.11,69,65,0.173,0.169,0.153,0.245
1981-01-29,0.0,0.0,2.9,13.8,21.1,0.0,9.0,5.9,1.57,17.24,68,69,0.172,0.154,0.153,0.241
1981-01-30,0.0,0.0,3.16,14.0,21.5,0.0,12.6,5.9,1.77,17.43,63,79,0.17,0.141,0.153,0.237
1981-01-31,0.0,0.0,3.42,12.0,17.6,0.0,19.6,11.3,1.6,17.4,52,12,0.169,0.127,0.154,0.233
1981-02-01,0.0,0.0,3.75,12.0,19.6,0.0,16.6,11.0,1.82,18.19,41,36,0.167,0.112,0.154,0.23
1981-02-02,0.0,0.0,3.75,13.5,22.0,0.0,12.8,9.3,2.07,18.14,43,57,0.165,0.099,0.154,0.226
1981-02-03,0.0,0.0,3.21,13.7,21.4,0.0,9.7,6.1,1.88,17.51,55,49,0.164,0.09,0.154,0.223
1981-02-04,0.0,0.0,3.32,13.8,21.8,0.0,10.5,6.9,1.99,18.36,58,0,0.163,0.082,0.154,0.219
1981-02-05,0.0,0.0,3.33,14.1,22.0,0.0,11.3,6.5,2.0,17.87,53,53,0.161,0.075,0.154,0.216
1981-02-06,0.0,0.0,2.54,14.7,21.5,0.0,9.5,6.0,1.89,12.29,53,91,0.16,0.07,0.154,0.213
1981-02-07,0.0,0.0,3.33,14.9,22.8,0.0,9.8,5.9,2.0,18.49,57,2,0.16,0.066,0.154,0.21
1981-02-08,0.0,0.0,3.29,16.2,24.5,0.0,9.7,6.7,2.3,16.03,54,64,0.159,0.062,0.154,0.207
1981-02-09,0.0,0.0,2.53,16.8,20.6,0.0,19.1,9.1,1.26,11.47,66,63,0.158,0.063,0.154,0.205
1981-02-10,0.0,0.0,2.84,15.7,21.5,0.0,9.9,5.5,1.6,16.36,71,14,0.158,0.063,0.154,0.202
1981-02-11,0.0,0.0,4.18,17.1,25.7,0.0,13.3,10.3,2.69,19.42,50,0,0.157,0.059,0.154,0.2
1981-02-12,0.0,0.0,4.39,18.3,27.8,0.0,11.5,8.8,3.09,19.22,45,10,0.156,0.054,0.154,0.198
1981-02-13,0.0,0.0,4.0,19.1,29.2,0.0,10.8,5.4,3.38,19.48,49,3,0.155,0.051,0.154,0.196
1981-02-14,0.0,0.0,5.53,22.4,31.8,0.0,17.0,11.5,4.09,19.64,35,13,0.155,0.048,0.154,0.193
1981-02-15,0.0,0.0,4.85,21.0,30.3,0.0,12.2,8.3,3.8,19.67,40,20,0.154,0.046,0.154,0.191
1981-02-16,0.0,0.0,5.34,22.3,31.2,0.0,13.5,9.6,3.91,19.75,33,18,0.154,0.045,0.154,0.189
1981-02-17,0.0,0.0,4.69,21.5,29.8,0.0,9.9,6.4,3.61,19.68,37,59,0.153,0.044,0.154,0.187
1981-02-18,0.0,0.0,4.81,21.7,30.2,0.0,11.2,6.8,3.74,20.01,34,21,0.153,0.044,0.154,0.185
1981-02-19,0.0,0.0,5.66,24.0,33.9,0.0,17.3,10.2,4.75,20.35,32,0,0.152,0.043,0.154,0.184
1981-02-20,0.0,0.0,5.37,21.7,29.4,0.0,23.9,13.6,3.0,17.95,43,37,0.152,0.043,0.154,0.182
1981-02-21,0.0,0.0,4.35,20.5,26.5,0.0,13.0,8.7,2.22,19.62,56,3,0.152,0.043,0.154,0.181
1981-02-22,0.0,0.0,5.68,21.0,30.4,0.0,16.1,10.9,4.07,21.51,33,0,0.151,0.043,0.154,0.179
1981-02-23,0.0,0.0,5.45,20.1,30.0,0.0,12.4,8.7,3.85,21.6,27,8,0.151,0.042,0.154,0.178
1981-02-24,0.0,0.0,5.52,19.3,28.7,0.0,17.1,9.9,3.51,21.54,33,1,0.151,0.042,0.154,0.176
1981-02-25,0.0,0.0,4.73,19.0,26.3,0.0,14.1,9.9,2.67,18.93,43,64,0.151,0.042,0.154,0.175
